"V1" "V2" "V3" "V4" "V5" "V6"
"37039" "img/2668500_1261000_2669000_1261500.tiff" 2950 20 3660 130 "graveyard"
"37040" "img/2692000_1264500_2692500_1265000.tiff" 1750 3990 3630 5000 "school"
"37041" "img/2692000_1264500_2692500_1265000.tiff" 3110 4710 3610 5000 "school"
"37042" "img/2692000_1264500_2692500_1265000.tiff" 3560 4490 4040 4960 "school"
"37043" "img/2692000_1264500_2692500_1265000.tiff" 2440 4110 2960 4630 "school"
"37044" "img/2692000_1264500_2692500_1265000.tiff" 2440 3480 4660 5000 "school"
"37045" "img/2692000_1264500_2692500_1265000.tiff" 2660 1710 2790 1820 "school"
"37046" "img/2692000_1264500_2692500_1265000.tiff" 4710 80 4860 200 "school"
"37079" "img/2679500_1246000_2680000_1246500.tiff" 3210 3390 4760 5000 "graveyard"
"37086" "img/2541000_1176000_2541500_1176500.tiff" 2450 320 2760 690 "graveyard"
"37093" "img/2717500_1277000_2718000_1277500.tiff" 3190 2780 3790 3470 "school"
"37094" "img/2717500_1277000_2718000_1277500.tiff" 4070 2250 4660 2590 "school"
"37105" "img/2601500_1122000_2602000_1122500.tiff" 3800 2390 4840 3190 "school"
"37106" "img/2601500_1122000_2602000_1122500.tiff" 1920 1300 2250 1690 "school"
"37107" "img/2601500_1122000_2602000_1122500.tiff" 1590 1080 1920 1470 "school"
"37108" "img/2601500_1122000_2602000_1122500.tiff" 1730 990 2060 1380 "school"
"37117" "img/2732000_1278000_2732500_1278500.tiff" 0 3250 260 3540 "graveyard"
"37118" "img/2732000_1278000_2732500_1278500.tiff" 1620 80 2730 590 "graveyard"
"37121" "img/2608500_1191500_2609000_1192000.tiff" 4490 4930 4860 5000 "school"
"37122" "img/2608500_1191500_2609000_1192000.tiff" 4130 3810 4880 5000 "school"
"37123" "img/2608500_1191500_2609000_1192000.tiff" 3680 4100 4280 4900 "school"
"37124" "img/2608500_1191500_2609000_1192000.tiff" 4160 3880 4780 4360 "school"
"37125" "img/2608500_1191500_2609000_1192000.tiff" 3800 70 4560 480 "school"
"37126" "img/2608500_1191500_2609000_1192000.tiff" 1670 40 2050 280 "school"
"37127" "img/2608500_1191500_2609000_1192000.tiff" 1440 50 2020 320 "school"
"37138" "img/2647500_1249000_2648000_1249500.tiff" 3420 4870 4250 5000 "school"
"37139" "img/2647500_1249000_2648000_1249500.tiff" 3670 4960 3880 5000 "school"
"37140" "img/2647500_1249000_2648000_1249500.tiff" 3570 4160 4250 5000 "school"
"37141" "img/2647500_1249000_2648000_1249500.tiff" 2930 2600 3690 3620 "school"
"37142" "img/2647500_1249000_2648000_1249500.tiff" 3170 3410 3910 4250 "school"
"37150" "img/2585500_1189500_2586000_1190000.tiff" 450 4610 950 4930 "graveyard"
"37151" "img/2585500_1189500_2586000_1190000.tiff" 4870 1920 4980 2410 "graveyard"
"37152" "img/2570000_1134000_2570500_1134500.tiff" 2690 1010 3190 1300 "school"
"37153" "img/2570000_1134000_2570500_1134500.tiff" 650 490 1010 1010 "school"
"37154" "img/2570000_1134000_2570500_1134500.tiff" 2170 300 2430 530 "school"
"37155" "img/2570000_1134000_2570500_1134500.tiff" 2050 100 2840 710 "school"
"37156" "img/2570000_1134000_2570500_1134500.tiff" 2650 120 2920 540 "school"
"37167" "img/2540500_1181000_2541000_1181500.tiff" 3640 3790 4050 4290 "school"
"37168" "img/2540500_1181000_2541000_1181500.tiff" 4040 2790 4870 3660 "school"
"37169" "img/2540500_1181000_2541000_1181500.tiff" 3410 2090 4790 4800 "school"
"37170" "img/2540500_1181000_2541000_1181500.tiff" 3820 2790 4060 3040 "school"
"37171" "img/2540500_1181000_2541000_1181500.tiff" 3930 2700 4170 2950 "school"
"37172" "img/2540500_1181000_2541000_1181500.tiff" 4030 2610 4270 2860 "school"
"37180" "img/2536000_1183000_2536500_1183500.tiff" 4090 70 4470 480 "graveyard"
"37219" "img/2605000_1265000_2605500_1265500.tiff" 480 910 1130 1640 "graveyard"
"37224" "img/2605500_1214500_2606000_1215000.tiff" 1460 2310 2360 3320 "graveyard"
"37231" "img/2600500_1202500_2601000_1203000.tiff" 1050 3950 3340 5000 "school"
"37232" "img/2600500_1202500_2601000_1203000.tiff" 2130 4410 2590 4870 "school"
"37233" "img/2600500_1202500_2601000_1203000.tiff" 3430 4170 3520 4350 "school"
"37234" "img/2600500_1202500_2601000_1203000.tiff" 3080 2970 4000 4330 "school"
"37235" "img/2600500_1202500_2601000_1203000.tiff" 4630 3310 4950 4340 "school"
"37236" "img/2600500_1202500_2601000_1203000.tiff" 0 1250 750 2340 "school"
"37237" "img/2600500_1202500_2601000_1203000.tiff" 4040 100 4250 720 "school"
"37238" "img/2563500_1176500_2564000_1177000.tiff" 1200 4290 1580 4660 "graveyard"
"37240" "img/2657000_1220500_2657500_1221000.tiff" 1940 4840 2170 5000 "school"
"37241" "img/2657000_1220500_2657500_1221000.tiff" 3570 4910 3690 5000 "school"
"37242" "img/2657000_1220500_2657500_1221000.tiff" 1530 4500 1970 4950 "school"
"37243" "img/2657000_1220500_2657500_1221000.tiff" 1770 4260 2290 4790 "school"
"37244" "img/2657000_1220500_2657500_1221000.tiff" 920 3410 2420 5000 "school"
"37245" "img/2657000_1220500_2657500_1221000.tiff" 2160 4100 2320 4280 "school"
"37246" "img/2657000_1220500_2657500_1221000.tiff" 3790 2620 4050 2760 "school"
"37247" "img/2657000_1220500_2657500_1221000.tiff" 3320 2580 3660 2720 "school"
"37248" "img/2657000_1220500_2657500_1221000.tiff" 2420 890 2780 1320 "school"
"37249" "img/2657000_1220500_2657500_1221000.tiff" 810 130 1940 750 "school"
"37250" "img/2783000_1196000_2783500_1196500.tiff" 0 4270 40 4480 "graveyard"
"37264" "img/2497000_1113000_2497500_1113500.tiff" 2780 2090 2960 2290 "school"
"37273" "img/2686000_1236500_2686500_1237000.tiff" 420 3950 1670 5000 "school"
"37274" "img/2686000_1236500_2686500_1237000.tiff" 1100 4280 1450 4690 "school"
"37275" "img/2686000_1236500_2686500_1237000.tiff" 580 3910 1030 4530 "school"
"37276" "img/2686000_1236500_2686500_1237000.tiff" 140 3120 370 3380 "school"
"37277" "img/2686000_1236500_2686500_1237000.tiff" 190 2800 870 3370 "school"
"37278" "img/2686000_1236500_2686500_1237000.tiff" 0 2780 230 3240 "school"
"37279" "img/2686000_1236500_2686500_1237000.tiff" 0 1910 970 3870 "school"
"37280" "img/2686000_1236500_2686500_1237000.tiff" 4680 1300 4950 2450 "school"
"37281" "img/2609000_1268500_2609500_1269000.tiff" 0 4020 880 5000 "graveyard"
"37282" "img/2609000_1268500_2609500_1269000.tiff" 2180 410 4630 3130 "graveyard"
"37326" "img/2700000_1250000_2700500_1250500.tiff" 3310 2710 4380 4300 "graveyard"
"37347" "img/2571500_1189500_2572000_1190000.tiff" 2870 2740 3030 2980 "graveyard"
"37348" "img/2571500_1189500_2572000_1190000.tiff" 2430 2560 2700 3200 "graveyard"
"37349" "img/2571500_1189500_2572000_1190000.tiff" 2930 2340 3180 2520 "graveyard"
"37380" "img/2712500_1236000_2713000_1236500.tiff" 2250 4490 2520 4700 "school"
"37381" "img/2712500_1236000_2713000_1236500.tiff" 2660 4490 2910 4680 "school"
"37382" "img/2712500_1236000_2713000_1236500.tiff" 2340 4110 2920 4510 "school"
"37391" "img/2708000_1173000_2708500_1173500.tiff" 0 480 680 1260 "graveyard"
"37392" "img/2708000_1173000_2708500_1173500.tiff" 710 20 900 110 "graveyard"
"37417" "img/2700500_1247000_2701000_1247500.tiff" 660 2660 2830 3970 "graveyard"
"37418" "img/2700500_1247000_2701000_1247500.tiff" 4100 2400 4480 2840 "graveyard"
"37419" "img/2700500_1247000_2701000_1247500.tiff" 3280 1340 3450 1530 "graveyard"
"37420" "img/2700500_1247000_2701000_1247500.tiff" 3480 920 3780 1260 "graveyard"
"37421" "img/2700500_1247000_2701000_1247500.tiff" 3780 530 4120 900 "graveyard"
"37422" "img/2700500_1247000_2701000_1247500.tiff" 4100 130 4550 510 "graveyard"
"37423" "img/2700500_1247000_2701000_1247500.tiff" 4550 120 4790 350 "graveyard"
"37428" "img/2540500_1186500_2541000_1187000.tiff" 170 50 820 360 "school"
"37430" "img/2625500_1198500_2626000_1199000.tiff" 1620 90 2480 620 "school"
"37431" "img/2808000_1123500_2808500_1124000.tiff" 4780 2790 4970 3140 "graveyard"
"37432" "img/2558500_1134000_2559000_1134500.tiff" 110 4920 240 5000 "graveyard"
"37438" "img/2655000_1255500_2655500_1256000.tiff" 1920 750 2640 1450 "graveyard"
"37440" "img/2712500_1112500_2713000_1113000.tiff" 2770 4740 3220 5000 "school"
"37441" "img/2712500_1112500_2713000_1113000.tiff" 2660 4740 2930 4900 "school"
"37442" "img/2712500_1112500_2713000_1113000.tiff" 2780 3950 3250 4780 "school"
"37455" "img/2617000_1212500_2617500_1213000.tiff" 10 1200 830 1990 "graveyard"
"37470" "img/2688000_1281000_2688500_1281500.tiff" 2170 3000 3110 4050 "graveyard"
"37471" "img/2688000_1281000_2688500_1281500.tiff" 3260 2200 3640 2460 "graveyard"
"37472" "img/2688000_1281000_2688500_1281500.tiff" 2940 2090 3060 2210 "graveyard"
"37473" "img/2688000_1281000_2688500_1281500.tiff" 2740 1020 3680 2490 "graveyard"
"37484" "img/2755000_1203500_2755500_1204000.tiff" 3540 230 3770 460 "graveyard"
"37485" "img/2755000_1203500_2755500_1204000.tiff" 4500 50 4800 180 "graveyard"
"37500" "img/2580000_1110000_2580500_1110500.tiff" 580 340 1190 820 "graveyard"
"37501" "img/2580000_1110000_2580500_1110500.tiff" 1800 30 2150 200 "graveyard"
"37503" "img/2542000_1151000_2542500_1151500.tiff" 690 4600 1840 5000 "school"
"37504" "img/2542000_1151000_2542500_1151500.tiff" 90 10 240 60 "school"
"37505" "img/2542000_1151000_2542500_1151500.tiff" 0 60 300 420 "school"
"37506" "img/2542000_1151000_2542500_1151500.tiff" 1260 4890 1720 5000 "school"
"37507" "img/2542000_1151000_2542500_1151500.tiff" 1180 4740 1420 4980 "school"
"37508" "img/2542000_1151000_2542500_1151500.tiff" 880 4650 1160 4950 "school"
"37532" "img/2514500_1154500_2515000_1155000.tiff" 2840 4610 3550 5000 "graveyard"
"37537" "img/2611500_1258500_2612000_1259000.tiff" 1290 1540 2480 3300 "school"
"37538" "img/2611500_1258500_2612000_1259000.tiff" 1520 1690 1860 1970 "school"
"37539" "img/2611500_1258500_2612000_1259000.tiff" 1470 1350 1990 1670 "school"
"37540" "img/2569500_1189000_2570000_1189500.tiff" 0 550 380 760 "graveyard"
"37547" "img/2627500_1234500_2628000_1235000.tiff" 2230 2830 2970 3300 "graveyard"
"37558" "img/2587000_1199500_2587500_1200000.tiff" 0 2940 2000 4780 "school"
"37559" "img/2587000_1199500_2587500_1200000.tiff" 160 3090 1210 3800 "school"
"37560" "img/2587000_1199500_2587500_1200000.tiff" 1220 2990 1610 3500 "school"
"37566" "img/2613500_1226500_2614000_1227000.tiff" 0 4510 940 5000 "school"
"37567" "img/2613500_1226500_2614000_1227000.tiff" 480 4600 860 5000 "school"
"37568" "img/2613500_1226500_2614000_1227000.tiff" 0 2840 920 4020 "school"
"37569" "img/2613500_1226500_2614000_1227000.tiff" 30 2920 250 3530 "school"
"37570" "img/2613500_1226500_2614000_1227000.tiff" 1760 2060 3010 3590 "school"
"37571" "img/2613500_1226500_2614000_1227000.tiff" 590 2250 1920 3220 "school"
"37572" "img/2613500_1226500_2614000_1227000.tiff" 860 1540 2230 2680 "school"
"37580" "img/2751500_1210000_2752000_1210500.tiff" 0 460 570 1010 "school"
"37585" "img/2737000_1265000_2737500_1265500.tiff" 0 4900 210 5000 "graveyard"
"37611" "img/2546500_1205500_2547000_1206000.tiff" 0 1600 570 2350 "graveyard"
"37612" "img/2680000_1245500_2680500_1246000.tiff" 130 1810 4150 5000 "graveyard"
"37613" "img/2680000_1245500_2680500_1246000.tiff" 4630 60 4950 450 "graveyard"
"37614" "img/2680000_1245500_2680500_1246000.tiff" 0 120 1510 920 "graveyard"
"37620" "img/2760000_1259000_2760500_1259500.tiff" 2510 1250 3160 1840 "school"
"37621" "img/2760000_1259000_2760500_1259500.tiff" 3500 1180 4170 1800 "school"
"37622" "img/2760000_1259000_2760500_1259500.tiff" 400 1190 1590 1660 "school"
"37623" "img/2760000_1259000_2760500_1259500.tiff" 2210 840 3190 1370 "school"
"37624" "img/2760000_1259000_2760500_1259500.tiff" 2690 930 3140 1110 "school"
"37625" "img/2760000_1259000_2760500_1259500.tiff" 410 640 1670 1640 "school"
"37626" "img/2760000_1259000_2760500_1259500.tiff" 2330 830 2660 1090 "school"
"37630" "img/2607000_1220500_2607500_1221000.tiff" 3570 4350 4810 5000 "school"
"37644" "img/2614000_1176500_2614500_1177000.tiff" 0 4700 200 5000 "school"
"37649" "img/2747500_1252500_2748000_1253000.tiff" 3350 550 3540 860 "school"
"37650" "img/2609000_1199500_2609500_1200000.tiff" 0 2190 110 2380 "school"
"37686" "img/2568500_1196500_2569000_1197000.tiff" 360 1680 640 1890 "graveyard"
"37696" "img/2755000_1224000_2755500_1224500.tiff" 520 4510 2060 5000 "school"
"37706" "img/2681000_1244000_2681500_1244500.tiff" 4740 4590 4820 4780 "school"
"37709" "img/2697000_1228000_2697500_1228500.tiff" 0 4690 110 5000 "graveyard"
"37710" "img/2697000_1228000_2697500_1228500.tiff" 3300 4550 3670 4800 "graveyard"
"37711" "img/2697000_1228000_2697500_1228500.tiff" 820 4000 1110 4240 "graveyard"
"37712" "img/2697000_1228000_2697500_1228500.tiff" 780 3660 1330 4240 "graveyard"
"37713" "img/2697000_1228000_2697500_1228500.tiff" 0 3330 1390 4800 "graveyard"
"37714" "img/2697000_1228000_2697500_1228500.tiff" 390 3580 740 4090 "graveyard"
"37715" "img/2697000_1228000_2697500_1228500.tiff" 70 3450 480 3890 "graveyard"
"37716" "img/2697000_1228000_2697500_1228500.tiff" 220 3210 850 3690 "graveyard"
"37728" "img/2501500_1117000_2502000_1117500.tiff" 0 4710 610 5000 "school"
"37729" "img/2501500_1117000_2502000_1117500.tiff" 1270 4060 1960 5000 "school"
"37730" "img/2501500_1117000_2502000_1117500.tiff" 40 2590 610 3090 "school"
"37731" "img/2501500_1117000_2502000_1117500.tiff" 4680 2450 4950 2650 "school"
"37732" "img/2501500_1117000_2502000_1117500.tiff" 3640 2200 4530 2820 "school"
"37733" "img/2501500_1117000_2502000_1117500.tiff" 330 2110 970 2580 "school"
"37734" "img/2501500_1117000_2502000_1117500.tiff" 800 760 1640 1650 "school"
"37735" "img/2501500_1117000_2502000_1117500.tiff" 0 710 50 970 "school"
"37736" "img/2501500_1117000_2502000_1117500.tiff" 0 440 560 890 "school"
"37737" "img/2501500_1117000_2502000_1117500.tiff" 1660 30 1870 210 "school"
"37738" "img/2501500_1117000_2502000_1117500.tiff" 2050 40 2440 240 "school"
"37750" "img/2633000_1244000_2633500_1244500.tiff" 0 2730 2330 4400 "school"
"37751" "img/2633000_1244000_2633500_1244500.tiff" 1280 3220 1690 3450 "school"
"37752" "img/2633000_1244000_2633500_1244500.tiff" 1200 2840 1650 3320 "school"
"37753" "img/2633000_1244000_2633500_1244500.tiff" 1480 2690 2580 3480 "school"
"37767" "img/2710000_1259500_2710500_1260000.tiff" 840 1360 1560 2280 "school"
"37768" "img/2710000_1259500_2710500_1260000.tiff" 1370 990 1800 1440 "school"
"37769" "img/2710000_1259500_2710500_1260000.tiff" 1570 560 2480 1420 "school"
"37777" "img/2703500_1212500_2704000_1213000.tiff" 1390 3420 1820 3880 "graveyard"
"37778" "img/2703500_1212500_2704000_1213000.tiff" 940 3450 1130 3640 "graveyard"
"37779" "img/2703500_1212500_2704000_1213000.tiff" 1420 2970 1840 3260 "graveyard"
"37780" "img/2703500_1212500_2704000_1213000.tiff" 1880 2820 2860 3320 "graveyard"
"37781" "img/2703500_1212500_2704000_1213000.tiff" 1130 2720 1510 3080 "graveyard"
"37782" "img/2703500_1212500_2704000_1213000.tiff" 1480 2500 1930 2840 "graveyard"
"37783" "img/2703500_1212500_2704000_1213000.tiff" 1920 1830 2980 2820 "graveyard"
"37790" "img/2524000_1155000_2524500_1155500.tiff" 2730 3520 3000 3810 "graveyard"
"37791" "img/2729500_1121000_2730000_1121500.tiff" 270 670 1020 1410 "graveyard"
"37792" "img/2601000_1258500_2601500_1259000.tiff" 2680 80 3230 620 "graveyard"
"37793" "img/2569000_1109000_2569500_1109500.tiff" 1700 4330 2490 5000 "graveyard"
"37801" "img/2650500_1224500_2651000_1225000.tiff" 1180 4910 1560 5000 "graveyard"
"37802" "img/2650500_1224500_2651000_1225000.tiff" 0 3580 960 5000 "graveyard"
"37803" "img/2650500_1224500_2651000_1225000.tiff" 2860 2820 4320 4430 "graveyard"
"37804" "img/2650500_1224500_2651000_1225000.tiff" 320 850 710 1110 "graveyard"
"37805" "img/2650500_1224500_2651000_1225000.tiff" 0 400 680 850 "graveyard"
"37806" "img/2650500_1224500_2651000_1225000.tiff" 0 240 1370 1840 "graveyard"
"37807" "img/2650500_1224500_2651000_1225000.tiff" 2780 40 3440 310 "graveyard"
"37820" "img/2704500_1251500_2705000_1252000.tiff" 3490 3040 4150 3670 "school"
"37825" "img/2625000_1224000_2625500_1224500.tiff" 1080 20 1340 140 "school"
"37827" "img/2558000_1153000_2558500_1153500.tiff" 4460 810 4840 1260 "school"
"37851" "img/2573500_1194500_2574000_1195000.tiff" 0 3680 140 3850 "graveyard"
"37855" "img/2745000_1206000_2745500_1206500.tiff" 390 2150 670 2440 "graveyard"
"37880" "img/2560500_1141000_2561000_1141500.tiff" 2520 4470 2840 4800 "school"
"37881" "img/2503500_1116500_2504000_1117000.tiff" 0 4040 980 5000 "graveyard"
"37882" "img/2503500_1116500_2504000_1117000.tiff" 3790 4250 4840 5000 "graveyard"
"37883" "img/2503500_1116500_2504000_1117000.tiff" 230 3470 890 4150 "graveyard"
"37884" "img/2503500_1116500_2504000_1117000.tiff" 4630 3070 4950 3520 "graveyard"
"37885" "img/2503500_1116500_2504000_1117000.tiff" 110 3070 410 3450 "graveyard"
"37886" "img/2503500_1116500_2504000_1117000.tiff" 3290 2320 4130 3020 "graveyard"
"37887" "img/2503500_1116500_2504000_1117000.tiff" 3920 2130 4610 2840 "graveyard"
"37888" "img/2503500_1116500_2504000_1117000.tiff" 3700 1560 4320 2190 "graveyard"
"37889" "img/2503500_1116500_2504000_1117000.tiff" 0 1110 1010 2430 "graveyard"
"37890" "img/2503500_1116500_2504000_1117000.tiff" 2650 1030 3710 2060 "graveyard"
"37891" "img/2503500_1116500_2504000_1117000.tiff" 1890 730 2360 1440 "graveyard"
"37892" "img/2503500_1116500_2504000_1117000.tiff" 2980 320 4130 970 "graveyard"
"37893" "img/2503500_1116500_2504000_1117000.tiff" 1110 80 1940 610 "graveyard"
"37894" "img/2503500_1116500_2504000_1117000.tiff" 700 20 960 110 "graveyard"
"37908" "img/2732500_1252500_2733000_1253000.tiff" 230 4050 1290 4910 "school"
"37909" "img/2732500_1252500_2733000_1253000.tiff" 150 3910 530 4370 "school"
"37973" "img/2760000_1251000_2760500_1251500.tiff" 3490 3080 3920 3440 "school"
"37974" "img/2760000_1251000_2760500_1251500.tiff" 4460 3000 4790 3290 "school"
"37976" "img/2754000_1254500_2754500_1255000.tiff" 820 880 1410 1490 "graveyard"
"37977" "img/2754000_1254500_2754500_1255000.tiff" 3690 330 4240 750 "graveyard"
"37978" "img/2754000_1254500_2754500_1255000.tiff" 960 230 1430 780 "graveyard"
"37994" "img/2738500_1185000_2739000_1185500.tiff" 1950 1240 2110 1590 "graveyard"
"37996" "img/2657500_1217000_2658000_1217500.tiff" 3200 4920 3470 5000 "school"
"37997" "img/2657500_1217000_2658000_1217500.tiff" 1830 2740 1940 2950 "school"
"37998" "img/2657500_1217000_2658000_1217500.tiff" 2290 830 2520 1020 "school"
"38013" "img/2537000_1185000_2537500_1185500.tiff" 4210 4190 4630 4650 "graveyard"
"38014" "img/2691500_1192500_2692000_1193000.tiff" 260 2910 340 3000 "school"
"38015" "img/2691500_1192500_2692000_1193000.tiff" 0 2230 410 3360 "school"
"38016" "img/2691500_1192500_2692000_1193000.tiff" 2460 1920 2960 2430 "school"
"38031" "img/2596500_1236000_2597000_1236500.tiff" 3280 2600 3560 2800 "school"
"38032" "img/2498000_1123500_2498500_1124000.tiff" 0 1810 960 3310 "school"
"38037" "img/2728500_1131000_2729000_1131500.tiff" 2850 4460 2980 4590 "graveyard"
"38046" "img/2505000_1142500_2505500_1143000.tiff" 720 4640 1310 5000 "graveyard"
"38047" "img/2505000_1142500_2505500_1143000.tiff" 770 3560 1120 3910 "graveyard"
"38048" "img/2613000_1211000_2613500_1211500.tiff" 0 220 2970 1650 "graveyard"
"38051" "img/2704500_1216500_2705000_1217000.tiff" 910 20 1020 110 "graveyard"
"38052" "img/2669000_1268500_2669500_1269000.tiff" 1800 1330 2190 1910 "graveyard"
"38055" "img/2599000_1119500_2599500_1120000.tiff" 1450 3480 1720 3660 "school"
"38056" "img/2599000_1119500_2599500_1120000.tiff" 2850 1120 3940 1990 "school"
"38063" "img/2535500_1155000_2536000_1155500.tiff" 2400 4740 3530 5000 "graveyard"
"38064" "img/2535500_1155000_2536000_1155500.tiff" 2010 1140 2320 1560 "graveyard"
"38065" "img/2535500_1155000_2536000_1155500.tiff" 2730 470 3480 800 "graveyard"
"38072" "img/2594500_1191000_2595000_1191500.tiff" 1800 70 2270 480 "school"
"38079" "img/2629000_1191500_2629500_1192000.tiff" 3770 1490 4360 1900 "school"
"38103" "img/2668000_1236000_2668500_1236500.tiff" 490 4310 1310 4830 "graveyard"
"38104" "img/2668000_1236000_2668500_1236500.tiff" 20 3660 720 4230 "graveyard"
"38135" "img/2520500_1175500_2521000_1176000.tiff" 4270 3340 4900 3820 "graveyard"
